N,P,K,temperature,humidity,ph,rainfall,season,soil_type,label
77.97,33.64,4.7,26.91,73.83,6.45,71.65,Kharif,Black,maize
98.84,83.05,37.07,26.08,79.28,6.62,79.13,Kharif,Alluvial,banana
81.83,39.85,34.0,27.84,83.46,5.88,189.14,Kharif,Alluvial,rice
20.99,42.79,16.16,28.44,45.58,7.18,60.57,Zaid,Desert,mothbeans
27.23,145.86,202.54,20.43,94.28,5.3,103.64,Rabi,Mountain,apple
22.84,68.41,21.14,14.45,21.99,5.52,131.02,Zaid,Mountain,kidneybeans
13.58,65.94,15.27,18.72,67.19,6.62,41.68,Rabi,Alluvial,lentil
54.74,64.83,56.62,20.26,14.49,7.59,95.22,Rabi,Black,chickpea
14.38,68.36,26.06,20.25,23.31,5.63,148.18,Kharif,Mountain,kidneybeans
105.63,48.77,23.85,30.46,82.89,6.43,104.83,Rabi,Black,cotton
30.71,49.69,17.32,23.29,56.55,5.15,162.88,Kharif,Black,pigeonpeas
50.92,70.43,67.2,18.65,12.38,7.1,112.41,Rabi,Black,chickpea
34.7,59.83,84.07,16.02,17.97,8.01,81.51,Rabi,Black,chickpea
99.04,18.82,50.93,27.86,91.51,6.5,28.69,Zaid,Alluvial,muskmelon
11.85,124.14,191.62,21.71,76.35,6.66,53.2,Rabi,Black,grapes
12.27,67.91,11.29,18.95,78.11,7.33,54.7,Rabi,Alluvial,lentil
21.37,150.0,186.52,23.6,89.84,5.83,151.53,Kharif,Mountain,apple
0.0,51.08,22.13,31.82,85.99,6.37,35.93,Zaid,Alluvial,mungbean
22.07,52.97,26.04,26.75,47.66,6.05,135.57,Kharif,Black,pigeonpeas
60.19,92.86,68.27,14.67,23.15,7.37,64.98,Rabi,Alluvial,chickpea
105.51,52.06,13.86,17.2,71.74,6.46,86.74,Kharif,Black,cotton
32.35,72.67,97.81,20.07,14.43,7.3,49.99,Rabi,Black,chickpea
16.05,68.53,17.58,23.99,41.69,5.6,144.77,Kharif,Black,pigeonpeas
32.29,130.98,205.1,20.81,82.64,5.85,52.09,Rabi,Black,grapes
19.68,132.5,189.84,25.69,91.28,6.26,116.96,Rabi,Mountain,apple
22.45,55.49,22.32,17.39,29.78,6.33,93.35,Rabi,Mountain,kidneybeans
49.68,57.02,26.62,28.01,60.37,6.83,91.86,Kharif,Alluvial,blackgram
46.58,84.09,8.05,28.35,71.62,7.99,73.19,Kharif,Alluvial,blackgram
27.69,64.88,29.03,26.96,50.37,5.92,101.23,Rabi,Black,pigeonpeas
106.97,36.5,37.3,27.07,55.21,7.47,147.88,Kharif,Red,coffee
8.42,70.48,14.48,21.9,58.75,6.47,46.38,Rabi,Alluvial,lentil
113.51,40.6,19.85,22.49,81.55,7.35,93.54,Kharif,Desert,cotton
21.48,19.18,5.66,18.5,95.15,6.46,109.65,Rabi,Black,orange
25.19,21.21,25.09,18.9,94.34,5.75,94.69,Zaid,Red,pomegranate
18.32,20.74,0.0,20.3,96.53,7.12,100.67,Rabi,Black,orange
15.59,126.56,175.94,21.11,93.7,5.75,147.2,Rabi,Mountain,apple
24.82,64.16,11.64,27.9,40.07,6.69,46.27,Zaid,Mountain,mothbeans
105.18,31.76,28.03,29.22,67.02,6.49,176.39,Kharif,Red,coffee
17.97,75.82,25.06,18.21,85.29,6.94,40.84,Rabi,Alluvial,lentil
71.6,42.58,25.06,21.2,73.14,7.63,77.61,Kharif,Black,maize
87.51,52.75,21.85,9.59,62.7,5.83,115.27,Kharif,Black,maize
29.96,23.42,24.59,15.8,95.06,5.91,91.09,Zaid,Black,pomegranate
102.42,19.48,51.7,22.07,93.43,6.18,39.24,Zaid,Alluvial,muskmelon
96.11,46.73,12.98,20.89,60.9,6.17,66.76,Kharif,Black,maize
24.6,50.65,32.09,27.47,85.98,7.51,69.56,Zaid,Alluvial,mungbean
87.17,52.9,38.32,26.53,81.21,6.2,160.17,Kharif,Alluvial,jute
82.27,50.07,29.14,18.52,52.21,6.1,82.79,Kharif,Black,maize
29.43,72.17,16.02,16.45,62.48,7.39,40.89,Rabi,Alluvial,lentil
51.0,78.46,92.09,12.98,25.74,7.02,90.56,Rabi,Black,chickpea
13.33,40.94,21.22,28.72,81.48,6.45,45.28,Zaid,Alluvial,mungbean
16.92,10.78,23.64,27.55,95.17,5.81,212.11,Kharif,Mountain,coconut
26.95,16.94,36.79,27.27,91.85,6.01,165.24,Kharif,Laterite,coconut
137.4,63.81,26.66,21.47,76.04,7.11,93.0,Kharif,Black,cotton
20.63,66.34,21.97,17.73,25.89,5.6,55.09,Rabi,Mountain,kidneybeans
32.75,59.15,72.85,23.12,10.0,8.87,96.12,Rabi,Black,chickpea
24.04,51.08,32.41,23.81,62.62,6.89,62.57,Kharif,Desert,mothbeans
101.43,38.62,22.34,21.76,53.89,6.64,188.78,Kharif,Red,coffee
27.21,68.03,24.73,30.92,65.64,7.5,70.23,Kharif,Alluvial,blackgram
91.74,53.31,25.39,25.36,73.25,7.0,88.58,Kharif,Black,cotton
86.25,38.32,20.84,17.66,60.19,6.46,45.18,Rabi,Black,maize
18.54,45.59,11.24,22.57,67.89,6.86,56.07,Kharif,Desert,mothbeans
17.23,71.68,24.03,22.87,56.12,7.45,44.32,Zaid,Alluvial,lentil
17.99,62.07,14.98,12.35,22.15,6.39,103.43,Rabi,Mountain,kidneybeans
109.83,67.23,33.45,25.73,74.36,6.22,116.31,Rabi,Alluvial,banana
101.71,12.36,55.15,25.77,82.15,6.48,46.5,Zaid,Alluvial,watermelon
24.47,106.99,210.0,21.37,75.08,5.95,76.49,Rabi,Black,grapes
24.65,72.54,29.53,19.63,71.61,7.5,44.56,Kharif,Alluvial,lentil
43.71,79.24,17.02,33.76,63.59,6.32,86.53,Kharif,Alluvial,blackgram
81.15,62.07,48.74,25.03,80.17,6.52,181.09,Kharif,Alluvial,rice
29.85,28.85,40.53,25.99,89.36,6.28,111.13,Zaid,Black,pomegranate
21.32,24.38,29.74,31.25,50.58,5.92,133.75,Kharif,Laterite,mango
21.55,7.71,19.15,25.13,91.98,5.14,183.23,Kharif,Laterite,coconut
126.56,47.7,19.72,26.16,75.71,7.58,39.06,Rabi,Desert,cotton
15.76,57.63,14.95,28.4,65.06,6.54,49.78,Kharif,Desert,mothbeans
24.54,54.61,12.91,30.17,85.83,6.35,39.99,Zaid,Alluvial,mungbean
11.15,64.55,19.26,13.49,76.11,6.96,49.58,Rabi,Alluvial,lentil
32.96,150.0,191.63,23.48,81.75,6.13,80.21,Rabi,Black,grapes
10.74,76.84,22.36,28.18,61.32,5.16,176.21,Kharif,Black,pigeonpeas
105.09,89.32,49.23,25.49,82.45,6.6,92.68,Kharif,Alluvial,banana
105.57,47.81,17.57,26.2,52.07,5.77,58.3,Kharif,Black,maize
121.6,68.16,65.68,25.56,86.0,5.76,128.37,Zaid,Alluvial,banana
99.38,15.38,52.04,25.47,90.75,6.44,19.57,Zaid,Alluvial,muskmelon
19.68,147.18,210.0,34.26,72.24,5.95,51.34,Rabi,Black,grapes
14.19,62.95,14.18,16.8,86.78,7.24,58.22,Rabi,Alluvial,lentil
109.97,8.47,51.72,28.22,89.35,6.18,34.99,Zaid,Alluvial,watermelon
113.93,84.7,44.29,29.9,81.9,6.62,106.75,Zaid,Alluvial,banana
21.63,131.83,210.0,23.49,86.48,5.39,113.1,Rabi,Mountain,apple
31.84,24.0,28.75,34.77,37.67,6.01,63.22,Zaid,Laterite,mango
24.03,50.91,16.96,26.46,43.41,7.69,50.2,Kharif,Desert,mothbeans
92.38,102.2,53.93,23.74,79.38,5.55,117.86,Zaid,Alluvial,banana
20.84,17.85,16.4,24.02,91.56,7.17,102.29,Rabi,Mountain,orange
23.47,18.08,9.36,22.58,90.22,6.93,140.36,Rabi,Alluvial,orange
18.23,132.53,198.78,23.39,93.7,6.37,86.31,Rabi,Mountain,apple
67.99,69.29,40.95,26.25,78.74,6.83,123.62,Kharif,Alluvial,jute
16.87,22.47,36.49,29.04,57.32,6.31,61.63,Zaid,Laterite,mango
71.66,53.72,41.83,31.57,77.96,5.78,206.02,Kharif,Alluvial,rice
17.77,131.69,210.0,25.56,81.46,5.47,78.51,Rabi,Black,grapes
44.58,66.25,93.49,18.0,18.82,6.79,74.53,Rabi,Black,chickpea
52.16,70.43,47.06,30.12,92.7,6.42,159.22,Zaid,Laterite,papaya
62.09,73.27,15.75,21.04,73.35,6.64,131.17,Kharif,Red,maize
91.63,9.9,48.56,27.2,93.98,6.49,22.63,Rabi,Alluvial,muskmelon
53.44,70.81,49.04,35.26,94.05,6.19,178.82,Zaid,Laterite,papaya
72.09,63.84,30.91,26.17,80.96,6.69,187.99,Kharif,Alluvial,jute
45.02,37.79,25.67,23.98,60.49,5.66,106.81,Kharif,Desert,maize
18.0,135.35,182.18,21.95,88.55,5.88,92.77,Rabi,Mountain,apple
24.07,69.73,16.31,27.16,56.39,4.97,157.94,Kharif,Black,pigeonpeas
115.12,25.2,33.09,25.62,52.39,6.68,195.38,Kharif,Red,coffee
17.86,119.23,192.35,23.55,88.22,6.1,105.12,Rabi,Mountain,apple
21.29,22.85,39.03,27.22,100.0,5.86,171.54,Rabi,Alluvial,coconut
24.95,66.6,15.85,22.75,57.53,6.61,34.25,Rabi,Alluvial,lentil
21.3,37.22,22.57,29.11,61.39,5.12,109.54,Kharif,Laterite,mango
114.96,31.87,43.36,24.18,88.96,6.5,10.77,Zaid,Alluvial,muskmelon
72.84,50.15,29.53,26.97,75.08,7.01,146.27,Kharif,Alluvial,jute
114.49,61.98,19.7,23.67,76.81,7.14,78.71,Kharif,Black,cotton
16.07,17.0,19.93,14.99,89.55,6.84,127.17,Rabi,Black,orange
23.99,23.79,28.61,26.73,87.44,6.27,91.95,Zaid,Black,pomegranate
48.25,56.57,13.62,32.22,63.33,6.75,74.91,Kharif,Alluvial,blackgram
70.59,40.05,44.19,23.83,75.83,5.65,251.51,Kharif,Alluvial,rice
20.97,51.71,22.34,29.83,75.21,6.82,38.98,Kharif,Desert,mothbeans
117.06,6.47,59.99,31.92,90.49,6.12,24.06,Kharif,Alluvial,muskmelon
110.88,28.42,47.69,30.17,88.58,6.6,48.87,Rabi,Alluvial,watermelon
24.11,66.28,8.6,17.32,71.32,7.13,33.25,Rabi,Alluvial,lentil
30.56,83.39,23.66,28.03,40.23,6.2,236.9,Kharif,Black,pigeonpeas
21.32,125.0,194.47,27.86,80.41,6.11,70.9,Rabi,Black,grapes
24.12,39.82,16.8,26.04,59.91,6.79,43.09,Kharif,Desert,mothbeans
32.14,30.84,43.02,20.44,94.13,7.13,100.4,Zaid,Black,pomegranate
84.75,35.91,39.62,19.95,70.16,6.56,191.51,Kharif,Alluvial,jute
73.41,23.16,48.43,27.75,81.96,7.17,48.36,Zaid,Alluvial,watermelon
99.53,23.73,36.16,31.49,54.77,6.7,141.54,Kharif,Red,coffee
83.32,53.89,38.73,23.3,83.01,7.38,194.38,Kharif,Alluvial,jute
25.14,127.69,209.19,24.25,98.13,5.84,110.34,Rabi,Mountain,apple
76.83,34.68,42.94,25.56,81.23,6.81,193.25,Kharif,Alluvial,jute
8.64,17.25,3.53,18.24,90.82,6.97,141.1,Rabi,Black,orange
17.58,33.58,41.67,31.24,40.55,4.45,94.23,Zaid,Laterite,mango
20.09,68.95,15.45,14.61,24.11,5.95,84.89,Rabi,Mountain,kidneybeans
98.96,18.34,40.35,25.79,83.78,6.64,43.07,Kharif,Alluvial,watermelon
21.86,76.16,24.5,29.44,61.27,5.01,194.4,Kharif,Black,pigeonpeas
120.86,32.99,27.68,27.82,73.71,7.03,68.09,Kharif,Black,cotton
22.99,15.34,16.58,23.53,92.96,6.63,117.92,Zaid,Black,orange
104.39,6.55,56.29,26.19,85.47,6.04,66.99,Rabi,Alluvial,watermelon
89.76,10.64,48.47,31.16,90.48,6.99,12.59,Zaid,Alluvial,muskmelon
138.83,49.43,21.16,26.14,82.24,6.54,74.74,Kharif,Black,cotton
23.05,82.54,25.12,19.24,23.32,5.72,118.95,Rabi,Mountain,kidneybeans
47.69,53.47,105.31,21.35,24.63,7.64,82.81,Rabi,Black,chickpea
48.14,76.8,26.95,26.87,64.34,7.88,65.56,Kharif,Alluvial,blackgram
20.02,67.77,17.75,20.39,69.17,6.83,32.83,Rabi,Laterite,lentil
69.97,48.19,31.27,24.83,83.89,7.17,158.93,Kharif,Mountain,jute
16.85,6.73,49.13,17.83,92.19,6.79,116.68,Zaid,Black,pomegranate
108.16,18.04,57.2,25.09,97.37,5.86,37.4,Zaid,Alluvial,muskmelon
16.85,12.4,35.82,25.07,98.84,6.39,146.4,Kharif,Laterite,coconut
106.6,96.13,51.6,28.46,83.52,5.65,114.18,Zaid,Alluvial,banana
106.4,15.9,36.62,26.58,88.79,6.51,27.55,Zaid,Alluvial,muskmelon
92.27,81.11,49.3,29.64,80.99,6.09,133.54,Zaid,Alluvial,banana
103.35,66.93,20.21,13.13,72.09,5.15,121.9,Kharif,Black,maize
15.68,58.03,12.65,22.31,61.92,6.87,50.79,Rabi,Alluvial,lentil
28.83,115.23,210.0,22.6,84.99,5.86,62.0,Kharif,Black,grapes
99.56,21.6,34.36,25.0,56.05,6.57,146.26,Kharif,Red,coffee
43.11,80.16,72.49,15.04,14.99,6.9,73.73,Rabi,Black,chickpea
24.31,43.56,19.31,28.44,81.19,6.78,82.96,Zaid,Alluvial,mungbean
17.87,64.47,15.28,16.92,67.34,7.45,44.87,Rabi,Alluvial,lentil
48.7,60.23,18.2,33.84,64.3,7.02,86.13,Kharif,Alluvial,blackgram
79.5,65.27,48.38,27.19,78.23,6.98,98.8,Zaid,Alluvial,banana
79.07,73.37,51.57,24.4,70.12,7.66,167.94,Kharif,Alluvial,jute
21.16,22.54,28.86,31.63,54.75,5.73,45.28,Zaid,Laterite,mango
30.13,57.56,33.95,27.95,57.04,6.84,39.3,Kharif,Alluvial,mothbeans
17.99,35.09,19.14,31.29,35.47,7.57,66.84,Kharif,Desert,mothbeans
98.07,6.38,40.57,23.98,83.34,6.66,46.68,Zaid,Alluvial,watermelon
36.19,61.48,12.42,35.88,79.94,6.64,98.48,Kharif,Alluvial,blackgram
20.47,22.65,4.36,16.12,95.24,6.6,119.14,Rabi,Laterite,orange
98.85,18.7,45.38,21.02,81.98,6.59,58.08,Rabi,Alluvial,watermelon
27.09,136.36,201.03,20.37,94.48,5.15,101.3,Rabi,Mountain,apple
15.4,150.0,207.76,22.31,86.77,6.15,151.58,Rabi,Mountain,apple
125.16,28.19,46.15,28.46,60.23,6.83,175.21,Kharif,Red,coffee
42.99,81.55,15.45,30.32,52.45,7.28,62.92,Kharif,Alluvial,blackgram
123.39,15.46,51.97,25.11,82.26,6.8,39.4,Zaid,Alluvial,watermelon
138.9,55.83,16.36,21.37,89.64,6.54,86.13,Kharif,Laterite,cotton
78.32,50.41,40.81,25.26,50.91,6.68,94.53,Kharif,Black,maize
38.23,57.83,16.87,33.46,64.62,7.36,73.73,Kharif,Laterite,blackgram
18.27,135.39,210.0,25.01,78.19,5.39,66.71,Rabi,Black,grapes
40.85,48.67,62.99,20.8,15.27,7.0,60.26,Zaid,Black,chickpea
29.18,150.0,210.0,20.36,79.04,6.38,52.62,Zaid,Black,grapes
12.17,14.67,31.96,29.08,94.32,6.15,174.3,Rabi,Laterite,coconut
107.01,78.3,60.93,26.08,81.47,6.06,131.02,Zaid,Alluvial,banana
22.06,43.78,24.55,23.98,90.53,6.64,69.01,Zaid,Alluvial,mungbean
38.05,64.34,10.38,25.65,44.69,7.12,58.57,Kharif,Desert,mothbeans
112.24,54.68,19.29,24.13,79.26,6.65,44.36,Kharif,Black,cotton
22.33,56.74,27.38,15.11,29.14,5.59,144.76,Rabi,Desert,kidneybeans
111.74,48.36,25.91,20.57,82.44,6.97,83.08,Kharif,Black,cotton
87.26,31.03,59.83,29.98,91.07,6.23,31.59,Zaid,Alluvial,watermelon
36.28,19.19,39.73,27.98,94.06,6.02,178.41,Kharif,Laterite,coconut
25.02,130.88,205.15,19.69,82.75,5.68,69.73,Rabi,Black,grapes
15.42,144.8,207.81,20.18,93.28,5.62,116.1,Rabi,Mountain,apple
36.63,73.85,48.62,30.9,89.96,6.13,192.04,Kharif,Laterite,papaya
79.93,57.71,47.71,26.48,82.44,5.48,196.23,Rabi,Alluvial,rice
94.81,19.33,49.38,26.46,84.82,6.51,46.32,Zaid,Alluvial,watermelon
94.75,36.11,38.3,28.21,57.9,6.88,126.32,Kharif,Red,coffee
19.62,109.2,206.14,21.02,89.25,4.84,94.12,Rabi,Mountain,apple
30.58,131.14,192.87,22.01,78.79,5.83,78.3,Rabi,Black,grapes
20.91,23.16,43.03,25.46,45.83,5.1,103.24,Zaid,Laterite,mango
5.6,19.98,31.65,24.93,95.78,5.72,158.81,Kharif,Laterite,coconut
18.29,59.27,17.68,18.04,64.45,6.51,54.41,Rabi,Desert,lentil
13.23,28.61,15.11,31.22,81.41,6.66,81.63,Zaid,Alluvial,mungbean
88.8,14.16,39.98,32.11,90.8,6.52,22.25,Zaid,Alluvial,muskmelon
24.87,16.45,33.32,24.98,97.55,5.75,198.14,Kharif,Laterite,coconut
15.29,12.95,4.4,24.72,92.41,7.36,133.53,Rabi,Black,orange
115.88,22.41,51.65,29.8,91.82,6.47,29.76,Zaid,Alluvial,muskmelon
15.43,13.42,8.68,20.19,87.32,8.04,118.06,Rabi,Black,orange
19.06,70.96,9.15,28.61,41.83,5.55,163.16,Kharif,Black,pigeonpeas
21.18,150.0,185.85,20.9,93.24,5.61,120.34,Rabi,Mountain,apple
33.35,75.18,97.85,17.26,17.2,7.55,84.44,Kharif,Black,chickpea
30.7,81.62,17.26,32.22,76.43,7.67,75.13,Kharif,Alluvial,blackgram
107.45,33.38,24.97,24.41,68.68,6.35,213.2,Kharif,Red,coffee
14.38,63.69,15.32,21.99,15.02,6.06,127.32,Zaid,Black,kidneybeans
17.61,22.86,43.03,23.62,91.57,5.15,174.28,Kharif,Laterite,coconut
36.37,84.43,83.92,19.9,19.11,6.73,95.78,Rabi,Black,chickpea
19.57,44.21,8.79,25.5,41.75,5.88,61.78,Kharif,Desert,mothbeans
14.48,48.0,9.84,30.09,53.78,6.63,44.1,Kharif,Laterite,mothbeans
4.41,120.95,193.51,25.24,74.93,5.9,85.0,Rabi,Black,grapes
34.64,70.21,93.58,25.6,14.97,7.73,97.69,Rabi,Black,chickpea
6.81,14.59,0.0,21.83,98.22,7.08,125.39,Rabi,Black,orange
11.47,54.29,26.17,16.89,70.13,7.15,64.98,Rabi,Alluvial,lentil
43.17,68.41,31.59,24.84,65.23,7.27,65.38,Kharif,Alluvial,blackgram
72.8,81.77,51.02,30.5,87.94,5.73,121.02,Zaid,Alluvial,banana
12.27,10.77,24.7,26.59,91.89,5.8,191.34,Kharif,Laterite,coconut
16.07,17.1,8.94,22.75,94.04,6.54,108.71,Rabi,Black,orange
102.85,50.39,29.63,24.43,77.62,5.51,267.05,Kharif,Desert,rice
20.84,39.17,32.58,24.71,77.06,6.76,58.71,Zaid,Alluvial,mungbean
20.98,13.79,42.35,28.87,95.36,6.59,149.04,Kharif,Black,coconut
28.16,129.2,210.0,28.33,71.64,6.15,70.01,Rabi,Alluvial,grapes
38.61,37.27,17.43,29.25,57.8,7.28,77.11,Kharif,Desert,mothbeans
26.08,22.98,27.45,26.02,93.56,6.43,194.46,Kharif,Laterite,coconut
17.85,56.5,24.54,22.11,24.48,5.81,80.3,Rabi,Mountain,kidneybeans
11.27,16.27,18.31,27.25,94.02,5.6,221.97,Kharif,Laterite,coconut
28.46,54.38,22.7,30.7,42.05,6.9,48.79,Kharif,Desert,mothbeans
93.2,77.05,35.45,28.35,84.57,6.23,136.3,Zaid,Alluvial,banana
34.36,14.82,12.58,21.74,92.85,6.88,89.28,Rabi,Black,orange
83.39,20.18,60.85,23.5,87.66,6.09,79.35,Zaid,Laterite,watermelon
80.64,17.61,36.05,24.39,68.28,6.32,157.65,Kharif,Red,coffee
37.38,78.85,11.38,27.96,78.62,6.68,95.15,Kharif,Alluvial,blackgram
87.17,23.13,45.27,31.33,95.3,6.21,33.55,Rabi,Alluvial,muskmelon
105.8,32.09,17.13,24.89,61.09,6.56,123.0,Kharif,Red,coffee
82.89,27.6,48.74,32.35,95.06,7.01,32.8,Zaid,Alluvial,muskmelon
5.37,92.41,210.0,20.56,99.32,6.05,107.95,Rabi,Mountain,apple
89.25,91.45,71.38,24.92,74.04,6.4,111.36,Zaid,Alluvial,banana
83.75,58.31,26.99,26.07,89.84,6.47,149.84,Kharif,Black,maize
84.06,23.0,53.45,32.15,87.39,5.96,31.16,Zaid,Alluvial,muskmelon
33.62,69.92,21.62,28.82,64.6,7.05,88.56,Kharif,Alluvial,blackgram
26.12,139.04,210.0,16.74,91.05,6.06,123.4,Rabi,Mountain,apple
26.14,85.89,23.14,25.84,73.21,7.34,69.3,Kharif,Red,blackgram
13.48,48.22,18.41,31.11,48.49,7.01,32.43,Kharif,Desert,mothbeans
89.35,12.78,56.93,21.08,89.8,7.2,67.43,Zaid,Alluvial,watermelon
99.64,58.5,55.78,26.62,73.65,5.88,90.85,Zaid,Alluvial,banana
84.91,24.83,44.29,24.21,73.32,7.19,37.15,Zaid,Black,watermelon
19.71,38.97,15.59,28.85,55.56,6.49,10.0,Kharif,Desert,mothbeans
64.14,58.63,47.7,25.99,86.35,6.46,240.48,Kharif,Alluvial,rice
24.85,18.5,13.65,25.94,93.84,5.57,157.71,Rabi,Laterite,coconut
23.55,33.69,21.57,32.04,49.71,5.13,112.3,Zaid,Laterite,mango
26.09,136.44,210.0,28.14,79.54,5.83,93.39,Rabi,Black,grapes
14.82,25.83,35.77,23.33,84.16,6.52,70.31,Zaid,Laterite,pomegranate
23.4,68.31,19.54,14.41,28.25,6.42,62.93,Rabi,Mountain,kidneybeans
25.57,115.78,185.39,21.78,85.0,6.35,18.19,Rabi,Black,grapes
64.08,47.47,59.38,24.2,81.0,7.27,163.52,Rabi,Alluvial,jute
96.55,56.51,41.21,28.94,81.96,6.88,224.05,Kharif,Alluvial,rice
118.59,38.04,23.6,19.61,83.47,7.0,99.8,Kharif,Black,cotton
20.13,35.34,16.69,27.97,87.46,6.52,52.07,Zaid,Alluvial,mungbean
44.93,78.82,21.28,29.7,68.21,7.43,80.57,Kharif,Alluvial,blackgram
15.5,45.06,20.56,17.24,24.25,6.48,92.9,Rabi,Mountain,kidneybeans
51.86,31.33,46.36,22.28,84.38,6.85,238.46,Kharif,Alluvial,rice
28.27,150.0,210.0,24.65,72.14,5.88,75.85,Rabi,Black,grapes
16.73,138.6,182.22,21.45,92.93,5.39,116.18,Rabi,Mountain,apple
11.31,9.2,42.02,20.05,92.96,6.38,105.19,Zaid,Black,pomegranate
30.97,67.53,20.9,19.15,47.15,6.37,166.67,Kharif,Black,pigeonpeas
70.06,52.46,14.37,20.77,56.49,6.45,81.71,Kharif,Black,maize
62.33,28.34,36.45,18.59,63.23,6.16,92.69,Kharif,Black,maize
2.5,140.02,190.34,25.33,93.17,6.35,90.33,Rabi,Mountain,apple
29.68,80.63,29.84,39.61,39.01,5.92,87.54,Kharif,Black,pigeonpeas
19.13,14.3,18.76,28.05,95.78,5.75,181.05,Kharif,Laterite,coconut
22.02,76.55,21.95,36.11,32.27,5.76,150.52,Kharif,Black,pigeonpeas
28.13,61.9,62.7,29.65,97.07,6.1,151.32,Zaid,Laterite,papaya
58.78,56.24,47.17,32.38,90.52,6.74,141.86,Zaid,Laterite,papaya
34.41,47.97,57.44,24.61,17.95,6.87,85.69,Rabi,Black,chickpea
7.74,18.51,9.05,22.24,84.86,5.94,116.05,Rabi,Black,orange
78.13,43.72,45.55,19.74,81.38,5.58,235.81,Kharif,Alluvial,rice
15.42,16.4,12.15,20.96,89.37,7.67,158.23,Rabi,Alluvial,orange
11.41,68.56,29.62,19.6,80.98,6.51,29.63,Rabi,Alluvial,lentil
27.25,36.81,11.91,31.7,42.61,6.23,49.35,Zaid,Laterite,mango
94.78,101.99,58.57,25.73,82.43,7.01,120.09,Zaid,Alluvial,banana
88.52,83.93,65.37,26.63,83.72,5.94,126.42,Zaid,Mountain,banana
74.57,31.94,50.26,27.02,74.96,6.89,139.11,Kharif,Alluvial,jute
15.75,122.47,175.4,25.11,69.14,6.53,99.8,Rabi,Black,grapes
46.97,56.07,74.61,34.9,96.03,6.99,164.05,Zaid,Laterite,papaya
22.54,135.69,200.7,25.84,96.62,5.56,114.23,Rabi,Mountain,apple
20.37,133.85,196.21,20.29,73.91,5.35,73.1,Rabi,Black,grapes
92.97,20.38,31.85,17.0,83.35,6.75,48.98,Zaid,Alluvial,watermelon
136.74,36.99,27.01,19.15,74.43,7.59,115.52,Kharif,Black,cotton
14.29,52.66,13.66,16.7,28.82,5.6,93.29,Rabi,Mountain,kidneybeans
80.69,25.46,56.84,18.15,86.09,6.35,44.05,Kharif,Alluvial,watermelon
21.96,72.71,24.71,29.49,45.34,6.35,146.27,Kharif,Black,pigeonpeas
21.82,87.72,21.79,20.83,69.58,7.06,56.18,Rabi,Alluvial,lentil
101.85,17.44,43.73,28.61,89.52,6.01,16.94,Zaid,Alluvial,muskmelon
137.97,94.42,41.93,32.25,70.14,5.78,117.44,Zaid,Alluvial,banana
20.84,65.69,11.85,24.83,58.92,7.17,57.71,Rabi,Alluvial,lentil
21.51,141.65,210.0,25.21,90.53,5.15,119.63,Rabi,Mountain,apple
19.65,66.14,29.05,15.92,27.54,5.23,138.67,Rabi,Red,kidneybeans
23.87,22.31,43.01,38.41,45.82,5.59,86.43,Zaid,Laterite,mango
84.03,36.89,19.59,23.82,61.97,4.86,80.98,Kharif,Black,maize
25.03,24.25,9.12,24.89,90.9,7.73,131.55,Rabi,Laterite,orange
21.12,28.51,30.08,33.43,45.45,4.97,107.89,Zaid,Laterite,mango
23.6,6.86,46.38,26.29,94.36,6.04,203.23,Kharif,Laterite,coconut
101.06,40.04,21.45,22.03,82.74,6.09,262.98,Kharif,Alluvial,rice
20.55,15.87,11.16,20.8,93.48,7.21,110.13,Zaid,Black,orange
91.08,18.68,28.45,23.8,60.13,7.12,150.64,Kharif,Red,coffee
101.64,44.58,22.65,28.86,77.76,7.18,94.49,Kharif,Black,cotton
27.1,59.71,32.89,33.48,47.1,5.32,115.35,Kharif,Black,pigeonpeas
40.07,56.76,18.16,23.93,60.3,6.9,55.97,Kharif,Alluvial,blackgram
101.28,23.73,52.94,28.0,94.56,6.9,26.36,Zaid,Alluvial,muskmelon
16.64,54.26,20.98,30.24,85.19,5.74,77.7,Zaid,Alluvial,mungbean
74.04,24.79,36.21,24.68,51.57,7.49,199.3,Kharif,Red,coffee
109.47,45.35,33.0,25.64,81.44,6.09,254.57,Kharif,Alluvial,rice
122.38,23.7,58.49,25.93,92.28,6.22,41.75,Zaid,Alluvial,muskmelon
35.96,53.16,50.5,30.79,94.58,6.44,147.41,Zaid,Desert,papaya
45.91,57.75,47.57,36.49,94.61,6.71,101.24,Zaid,Laterite,papaya
33.42,51.51,17.2,24.75,85.61,6.64,67.63,Zaid,Alluvial,mungbean
20.62,135.95,203.82,21.23,73.21,6.4,73.06,Rabi,Black,grapes
18.78,35.98,41.07,28.96,51.45,5.85,102.47,Zaid,Laterite,mango
17.69,53.61,19.5,26.57,90.87,7.01,46.88,Zaid,Alluvial,mungbean
36.87,74.46,75.56,20.13,15.85,7.86,73.97,Rabi,Black,chickpea
91.16,50.08,3.67,22.01,59.54,5.8,77.97,Kharif,Black,maize
10.82,19.11,23.81,27.98,50.68,5.16,81.32,Zaid,Laterite,mango
17.37,11.88,45.15,20.29,88.0,6.54,80.11,Zaid,Black,pomegranate
15.1,22.69,29.82,25.59,91.9,5.29,155.15,Kharif,Red,coconut
19.51,33.68,32.69,32.5,54.0,6.14,100.76,Zaid,Laterite,mango
